Probe Set ID	Gene Symbol	Gene Title
39605_at	FOXG1B	forkhead box G1B
39606_at	SPAG11	sperm associated antigen 11
39607_at	MTMR9	myotubularin related protein 9
39608_at	SIM2	single-minded homolog 2 (Drosophila)
39609_at	SIM2	single-minded homolog 2 (Drosophila)
39610_at	HOXB2	homeobox B2
39611_at	---	---
39612_at	LOC157562	hypothetical protein LOC157562
39613_at	MAN1A1	mannosidase, alpha, class 1A, member 1
39614_at	KIAA0802	KIAA0802
39615_at	KIAA1026	kazrin
39616_at	PTGER3	prostaglandin E receptor 3 (subtype EP3)
39617_at	LIFR	leukemia inhibitory factor receptor alpha
39618_at	HAPLN1	hyaluronan and proteoglycan link protein 1
39619_at	REEP2	receptor accessory protein 2
39620_at	POU6F1	POU domain, class 6, transcription factor 1
39621_at	OTUD3	OTU domain containing 3
39622_at	GCM1	glial cells missing homolog 1 (Drosophila)
39623_at	NDP	Norrie disease (pseudoglioma)
39624_at	LTB4R	leukotriene B4 receptor
39625_at	---	Homo sapiens, Similar to likely ortholog of yeast ARV1, clone IMAGE:4733238, mRNA
39626_s_at	POU5F1	POU domain, class 5, transcription factor 1
39627_at	EEA1	Early endosome antigen 1, 162kD
39628_at	RAB9	RAB9, member RAS oncogene family
39629_at	PLA2G5	phospholipase A2, group V
39630_at	PRM1	protamine 1
39631_at	EMP2	epithelial membrane protein 2
39632_at	MMP13	matrix metallopeptidase 13 (collagenase 3)
39633_at	S100A3	S100 calcium binding protein A3
39634_at	SLIT2	slit homolog 2 (Drosophila)
39635_at	KIAA0960	hypothetical protein LOC221981
39636_at	---	MRNA full length insert cDNA clone EUROIMAGE 146729
39637_at	SLC26A2	solute carrier family 26 (sulfate transporter), member 2
39638_at	TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)
39639_s_at	TNP1	transition protein 1 (during histone to protamine replacement)
39640_at	GFPT2	glutamine-fructose-6-phosphate transaminase 2
39641_at	UNG2	uracil-DNA glycosylase 2
39642_at	ELOVL2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2
39643_at	POLG2	polymerase (DNA directed), gamma 2, accessory subunit
39644_at	C11ORF41	chromosome 11 open reading frame 41
39645_r_at	ARR3	arrestin 3, retinal (X-arrestin)
39646_at	CACNB2	calcium channel, voltage-dependent, beta 2 subunit
39647_s_at	CACNB2	calcium channel, voltage-dependent, beta 2 subunit
39648_at	PEX11A	peroxisomal biogenesis factor 11A
39649_at	ARHGAP4	Rho GTPase activating protein 4
39650_s_at	PCNXL2	pecanex-like 2 (Drosophila)
39651_at	RECQL4	RecQ protein-like 4
39652_at	XCL1	chemokine (C motif) ligand 1
39653_at	POT1	POT1 protection of telomeres 1 homolog (S. pombe)
39654_at	ASPA	aspartoacylase (Canavan disease)
39655_at	REN	renin
39656_at	RGS6	regulator of G-protein signalling 6
39657_at	KRT4	keratin 4
39658_at	ZBTB24	zinc finger and BTB domain containing 24
39659_at	TSFM	Ts translation elongation factor, mitochondrial
39660_at	DEFB1	defensin, beta 1
39661_s_at	SLC29A2	solute carrier family 29 (nucleoside transporters), member 2
39662_s_at	GRK4	G protein-coupled receptor kinase 4
39663_at	MAN2A1	mannosidase, alpha, class 2A, member 1
39664_at	ERCC8	excision repair cross-complementing rodent repair deficiency, complementation group 8
39665_at	GLRB	glycine receptor, beta
39666_at	GNG4	guanine nucleotide binding protein (G protein), gamma 4
39667_at	NOVA2	neuro-oncological ventral antigen 2
39668_at	TFAP2B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)
39669_at	ANXA9	annexin A9
39670_at	PARP3	poly (ADP-ribose) polymerase family, member 3
39671_at	DNM3	dynamin 3
39672_at	PTPN7	protein tyrosine phosphatase, non-receptor type 7
39673_i_at	ECM2	extracellular matrix protein 2, female organ and adipocyte specific
39674_r_at	ECM2	extracellular matrix protein 2, female organ and adipocyte specific
39675_at	PRRG2	proline rich Gla (G-carboxyglutamic acid) 2
39676_at	MYF6	myogenic factor 6 (herculin)
39677_at	GINS1	GINS complex subunit 1 (Psf1 homolog)
39678_at	ACAT1	Acetyl-Coenzyme A acetyltransferase 1 (acetoacetyl Coenzyme A thiolase)
39679_at	AQP2	aquaporin 2 (collecting duct)
39680_at	STATH	statherin
39681_at	ZBTB16	zinc finger and BTB domain containing 16
39682_at	SCNN1B	sodium channel, nonvoltage-gated 1, beta (Liddle syndrome)
39683_at	CRYBB1	crystallin, beta B1
39684_at	MPP3	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)
39685_at	ATXN10	ataxin 10
39686_g_at	ATXN10	ataxin 10
39687_at	ATXN10	ataxin 10
39688_at	DPF2	D4, zinc and double PHD fingers family 2
39689_at	CST3	cystatin C (amyloid angiopathy and cerebral hemorrhage)
39690_at	PDLIM3	PDZ and LIM domain 3
39691_at	---	---
39692_at	CREB3L2	cAMP responsive element binding protein 3-like 2
39693_at	TMEM109	transmembrane protein 109
39694_at	TMEM109	transmembrane protein 109
39695_at	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
39696_at	PEG10	paternally expressed 10
39697_at	HSD11B2	hydroxysteroid (11-beta) dehydrogenase 2
39698_at	HOP	homeodomain-only protein
39699_at	TRIP12	thyroid hormone receptor interactor 12
396_f_at	EPOR	erythropoietin receptor
39700_at	ARHGAP1	Rho GTPase activating protein 1
39701_at	PEG3	paternally expressed 3
39702_at	RPP30	ribonuclease P/MRP 30kDa subunit
39703_at	UTX	ubiquitously transcribed tetratricopeptide repeat, X chromosome
39704_s_at	HMGA1	high mobility group AT-hook 1
39705_at	SIN3B	SIN3 homolog B, transcription regulator (yeast)
39706_at	CPNE3	copine III
39707_at	MTMR4	myotubularin related protein 4
39708_at	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)
39709_at	SEPW1	selenoprotein W, 1
39710_at	C5ORF13	chromosome 5 open reading frame 13
39711_at	PRKCSH	protein kinase C substrate 80K-H
39712_at	S100A13	S100 calcium binding protein A13
39713_at	JARID1B	Jumonji, AT rich interactive domain 1B (RBP2-like)
39714_at	SH3BGRL	SH3 domain binding glutamic acid-rich protein like
39715_at	---	CDNA clone IMAGE:4842353
39716_at	MRPL33	mitochondrial ribosomal protein L33
39717_g_at	MRPL33	mitochondrial ribosomal protein L33
39718_r_at	MRPL33	mitochondrial ribosomal protein L33
39719_at	ZP3 /// POMZP3	zona pellucida glycoprotein 3 (sperm receptor) /// POM (POM121 homolog, rat) and ZP3 fusion
39720_g_at	ZP3 /// POMZP3 /// LOC652437	zona pellucida glycoprotein 3 (sperm receptor) /// POM (POM121 homolog, rat) and ZP3 fusion /// similar to Zona pellucida sperm-binding protein 3 precursor (Zona pellucida glycoprotein ZP3) (Zona pellucida protein C) (Sperm receptor) (ZP3A/ZP3B)
39721_at	EFNB1	ephrin-B1
39722_at	RNF187	ring finger protein 187
39723_at	CUL1	cullin 1
39724_s_at	CUL1	cullin 1
39725_at	RBM39	RNA binding motif protein 39
39726_at	GCG	glucagon
39727_at	DUSP11	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)
39728_at	IFI30	interferon, gamma-inducible protein 30
39729_at	PRDX2	peroxiredoxin 2
39730_at	ABL1	v-abl Abelson murine leukemia viral oncogene homolog 1
39731_at	RBMX	RNA binding motif protein, X-linked
39732_at	MAP7	microtubule-associated protein 7
39733_at	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
39734_at	SCYE1	small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)
39735_at	NIT1	nitrilase 1
39736_at	CDC42	cell division cycle 42 (GTP binding protein, 25kDa)
39737_at	---	---
39738_at	MYH9	myosin, heavy polypeptide 9, non-muscle
39739_at	NACA	nascent-polypeptide-associated complex alpha polypeptide
39740_g_at	NACA	nascent-polypeptide-associated complex alpha polypeptide
39741_at	HADHB	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit
39742_at	TANK	TRAF family member-associated NFKB activator
39743_at	C1ORF123	chromosome 1 open reading frame 123
39744_at	DDX3X	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked
39745_at	OPA1	optic atrophy 1 (autosomal dominant)
39746_at	POLR2B	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa
39747_at	POLR2G	polymerase (RNA) II (DNA directed) polypeptide G
39748_at	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1
39749_at	PSMD4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4
39750_at	---	CDNA FLJ25106 fis, clone CBR01467
39751_at	ZDHHC3	zinc finger, DHHC-type containing 3
39752_at	CYB561D2	cytochrome b-561 domain containing 2
39753_at	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)
39754_at	ITGB5	integrin, beta 5
39755_at	XBP1	X-box binding protein 1
39756_g_at	XBP1	X-box binding protein 1
39757_at	SDC2	syndecan 2 (heparan sulfate proteoglycan 1, cell surface-associated, fibroglycan)
39758_f_at	LAMP1	lysosomal-associated membrane protein 1
39759_at	QKI	quaking homolog, KH domain RNA binding (mouse)
39760_at	QKI	quaking homolog, KH domain RNA binding (mouse)
39761_at	KIAA0241	KIAA0241
39762_at	ZMYM4	zinc finger, MYM-type 4
39763_at	HPX	hemopexin
39764_at	ACVR1	activin A receptor, type I
39765_at	---	Clone 23962 mRNA sequence
39766_r_at	POLR2K	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa
39767_at	CCT8	chaperonin containing TCP1, subunit 8 (theta)
39768_at	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase
39769_at	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase
39770_at	SMG7	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)
39771_at	RHOBTB1	Rho-related BTB domain containing 1
39772_at	PRNPIP	prion protein interacting protein
39773_at	C14ORF1	chromosome 14 open reading frame 1
39774_at	OXA1L	oxidase (cytochrome c) assembly 1-like
39775_at	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)
39776_at	ULK2	unc-51-like kinase 2 (C. elegans)
39777_at	MYCBP2	MYC binding protein 2
39778_at	MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
39779_at	TARBP1	Tar (HIV-1) RNA binding protein 1
39780_at	PPP3CB	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform (calcineurin A beta)
39781_at	IGFBP4	insulin-like growth factor binding protein 4
39782_at	C1D	nuclear DNA-binding protein
39783_at	KIAA0100	KIAA0100
39784_at	EIF2S1	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa
39785_at	CEP57	centrosomal protein 57kDa
39786_at	GRPEL1	GrpE-like 1, mitochondrial (E. coli)
39787_at	PEMT	phosphatidylethanolamine N-methyltransferase
39788_at	PKP4	plakophilin 4
39789_at	SLN	sarcolipin
39790_at	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2
39791_at	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2
39792_at	HNRPR	heterogeneous nuclear ribonucleoprotein R
39793_at	GBAS	glioblastoma amplified sequence
39794_at	USP8	ubiquitin specific peptidase 8
39795_at	AP2M1	adaptor-related protein complex 2, mu 1 subunit
39796_at	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)
39797_at	UBR2	ubiquitin protein ligase E3 component n-recognin 2
39798_at	RPS28 /// LOC646195 /// LOC651434	ribosomal protein S28 /// similar to 40S ribosomal protein S28 /// similar to 40S ribosomal protein S28
39799_at	FABP5 /// LOC653327	fatty acid binding protein 5 (psoriasis-associated) /// similar to Fatty acid-binding protein, epidermal (E-FABP) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP)
39800_s_at	HAX1	HCLS1 associated protein X-1
39801_at	PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
39802_at	CCL7	chemokine (C-C motif) ligand 7
39803_s_at	C21ORF2	chromosome 21 open reading frame 2
39804_at	C18ORF1	chromosome 18 open reading frame 1
39805_at	ABCB6	ATP-binding cassette, sub-family B (MDR/TAP), member 6
39806_at	ASF1A	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)
39807_at	ASF1A	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)
39808_at	WNT11	wingless-type MMTV integration site family, member 11
39809_at	HBP1	HMG-box transcription factor 1
39810_at	C19ORF50	chromosome 19 open reading frame 50
39811_at	C19ORF50	chromosome 19 open reading frame 50
39812_at	MRPL12	mitochondrial ribosomal protein L12
39813_s_at	DHRS7	Dehydrogenase/reductase (SDR family) member 7
39814_s_at	DHRS7	dehydrogenase/reductase (SDR family) member 7
39815_at	NENF	Neuron derived neurotrophic factor
39816_g_at	NENF	Neuron derived neurotrophic factor
39817_s_at	C6ORF108	chromosome 6 open reading frame 108
39818_at	C6ORF108	Chromosome 6 open reading frame 108
39819_at	RRN3	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)
39820_at	RRN3	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)
39821_s_at	GADD45B	Growth arrest and DNA-damage-inducible, beta
39822_s_at	GADD45B	growth arrest and DNA-damage-inducible, beta
39823_at	WDR42A	WD repeat domain 42A
39824_at	---	Transcribed locus
39825_at	SLC25A1	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1
39826_f_at	DDIT4	DNA-damage-inducible transcript 4
39827_at	DDIT4	DNA-damage-inducible transcript 4
39828_at	ARL4C	ADP-ribosylation factor-like 4C
39829_at	ARL4C	ADP-ribosylation factor-like 4C
39830_at	RPL27	ribosomal protein L27
39831_at	ARS2	ARS2 protein
39832_at	ARS2	ARS2 protein
39833_at	MINK1	misshapen-like kinase 1 (zebrafish)
39834_at	CHRNE	cholinergic receptor, nicotinic, epsilon
39835_at	SBF1	SET binding factor 1
39836_at	ZNF467	Zinc finger protein 467
39837_s_at	ZNF467	zinc finger protein 467
39838_at	CLASP1	cytoplasmic linker associated protein 1
39839_at	CSDA	cold shock domain protein A
39840_at	GREM1	Gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis)
39841_at	SLC16A6	solute carrier family 16 (monocarboxylic acid transporters), member 6
39842_at	CRLF1	cytokine receptor-like factor 1
39843_at	CRLF1	Cytokine receptor-like factor 1
39844_at	LSM12	LSM12 homolog (S. cerevisiae)
39845_at	HTRA2	HtrA serine peptidase 2
39846_at	CTSF	cathepsin F
39847_at	C4ORF9	chromosome 4 open reading frame 9
39848_at	KCNS1	Potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1
39849_at	KCNS1	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1
39850_at	ANK2	ankyrin 2, neuronal
39851_at	ANK2	Ankyrin 2, neuronal
39852_at	SPG20	spastic paraplegia 20, spartin (Troyer syndrome)
39853_at	TSPAN4	Tetraspanin 4
39854_r_at	PNPLA2	patatin-like phospholipase domain containing 2
39855_at	FZR1	fizzy/cell division cycle 20 related 1 (Drosophila)
39856_at	RPL36AL	ribosomal protein L36a-like
39857_at	STX11	syntaxin 11
39858_s_at	STX11	syntaxin 11
39859_r_at	STX11	syntaxin 11
39860_at	FUBP1	far upstream element (FUSE) binding protein 1
39861_at	CTTN	cortactin
39862_at	---	Full-length cDNA clone CS0DI054YK19 of Placenta Cot 25-normalized of Homo sapiens (human)
39863_at	ZNF646	zinc finger protein 646
39864_at	CIRBP	cold inducible RNA binding protein
39865_at	KCTD7	Potassium channel tetramerisation domain containing 7
39866_at	USP22	ubiquitin specific peptidase 22
39867_at	TUFM	Tu translation elongation factor, mitochondrial
39868_at	PCBP3	poly(rC) binding protein 3
39869_at	ELAC2	ElaC homolog 2 (E. coli)
39870_at	HNRNPG-T	Testes-specific heterogenous nuclear ribonucleoprotein G-T
39871_at	HNRNPG-T	testes-specific heterogenous nuclear ribonucleoprotein G-T
39872_at	GTSE1	G-2 and S-phase expressed 1
39873_at	PCTK2	PCTAIRE protein kinase 2
39874_at	GUCY2F	guanylate cyclase 2F, retinal
39875_at	WASL	Wiskott-Aldrich syndrome-like
39876_at	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative function)
39877_at	KCNC4	Potassium voltage-gated channel, Shaw-related subfamily, member 4
39878_at	PCDH9	protocadherin 9
39879_s_at	LOC388397	hypothetical LOC388397
39880_at	LRRC37A	leucine rich repeat containing 37A
39881_at	SLC25A42	solute carrier family 25, member 42
39882_at	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)
39883_at	DIMT1L	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)
39884_g_at	DIMT1L	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)
39885_at	DIMT1L	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)
39886_at	GRIP1	glutamate receptor interacting protein 1
39887_at	GRIP1	Glutamate receptor interacting protein 1
39888_at	B4GALT5	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5
39889_at	B4GALT5	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5
39890_at	---	MRNA full length insert cDNA clone EUROIMAGE 375854
39891_at	ZNF710	zinc finger protein 710
39892_at	GNG7	Guanine nucleotide binding protein (G protein), gamma 7
39893_at	GNG7	guanine nucleotide binding protein (G protein), gamma 7
39894_f_at	BRD1	bromodomain containing 1
39895_r_at	---	---
39896_at	DHX16	DEAH (Asp-Glu-Ala-His) box polypeptide 16
39897_at	YTHDC1	YTH domain containing 1
39898_at	FAM13C1	family with sequence similarity 13, member C1
39899_at	IGSF4C	immunoglobulin superfamily, member 4C
398_at	DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18
39900_at	IGSF4C	Immunoglobulin superfamily, member 4C
39901_at	EDIL3	EGF-like repeats and discoidin I-like domains 3
39902_at	---	---
39903_at	CIB2	calcium and integrin binding family member 2
39904_at	CIB2	calcium and integrin binding family member 2
39905_i_at	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3
39906_r_at	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3
39907_at	---	---
39908_at	TAF6L	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa
39909_g_at	TAF6L	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa
39910_at	MARCH2	membrane-associated ring finger (C3HC4) 2
39911_at	---	---
39912_at	HS6ST1	heparan sulfate 6-O-sulfotransferase 1
39913_at	HS6ST1	Heparan sulfate 6-O-sulfotransferase 1
39914_r_at	TRPM2	Transient receptor potential cation channel, subfamily M, member 2
39915_at	TRPM2	transient receptor potential cation channel, subfamily M, member 2
39916_r_at	RPS15	ribosomal protein S15
39917_at	TUBGCP2	Tubulin, gamma complex associated protein 2
39918_at	TUBGCP2	tubulin, gamma complex associated protein 2
39919_at	C1QL1	Complement component 1, q subcomponent-like 1
39920_r_at	C1QL1	complement component 1, q subcomponent-like 1
39921_at	COX5B	cytochrome c oxidase subunit Vb
39922_at	INE2	Inactivation escape 2
39923_at	ARHGAP12	Rho GTPase activating protein 12
39924_at	ZC3H13	zinc finger CCCH-type containing 13
39925_at	COL9A2	collagen, type IX, alpha 2
39926_at	SMAD5	SMAD, mothers against DPP homolog 5 (Drosophila)
39927_at	ARHGAP5	Rho GTPase activating protein 5
39928_at	GRM3	glutamate receptor, metabotropic 3
39929_at	KIAA0922	KIAA0922
39930_at	EPHB6	EPH receptor B6
39931_at	DYRK3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3
39932_at	---	MRNA; cDNA DKFZp586F2224 (from clone DKFZp586F2224)
39933_at	DUSP7	dual specificity phosphatase 7
39934_at	RAB36	RAB36, member RAS oncogene family
39935_at	SKIL	SKI-like
39936_at	CCR2 /// LOC653518	chemokine (C-C motif) receptor 2 /// similar to C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (Monocyte chemoattractant protein 1 receptor) (MCP-1-R)
39937_at	LOC653518	similar to C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (Monocyte chemoattractant protein 1 receptor) (MCP-1-R)
